param,value
v_max_1,83.9418194298652
Ka1_1,0.0030016758191021005
Ka2_1,1.093238508603856
Ka3_1,0.024773139984377617
K_g6p_1,13.309606077935191
Ks_g6p_pgi,0.2356106111555948
Kp_f6p_pgi,14.139350883380779
kcat_f_2,143.11567182688606
Ks_f6p_3,0.327733333434032
Ks_atp_3,0.3465954336284106
Kp_fbp_3,0.3343508318602717
Kp_adp_3,0.15974273991834784
kcat_f_3,211.050021774575
Ks_fbp_4,2.901679201510615e-05
Kp_g3p_4,11.420046531465442
Kp_dhap_4,11.189904353905296
kcat_f_4,3.4898512788825062
kcat_f_5,6413.580738223117
Ks_dhap_5,0.0015449279785414204
Kp_g3p_5,11.238120424048141
kcat_f_6,29.6730415017749
Ks_g3p_6,2.2139904240958734
Ks_pi_6,1.6189191615507617
Ks_nad_6,8.055300184716219e-05
Kp_pgp_6,11.21293696540618
Kp_nadh_6,11.192791462478365
kcat_f_7,67.19215482454909
Ks_pgp_7,0.0011475712274237832
Ks_adp_7,0.0011475712038147422
Ks_3pg_7,12.476160914701593
Ks_atp_7,12.460261689800996
kcat_f_8,200.63295050273086
Ks_3pg_8,0.00036187587991249785
Ks_2pg_8,11.255412548408593
kcat_f_9,40.83474204347196
Ks_2pg_9,0.510012873818975
Ks_pep_9,11.127377724424566
